"HCEC_189_tmm"	"HCEC_191_tmm"	"HCEC_194_tmm"	"HCEC_195_tmm"	"HCEC_199_tmm"	"HREC_189_tmm"	"HREC_191_tmm"	"HREC_194_tmm"	"HREC_195_tmm"	"HREC_199_tmm"	"logFC"	"FC"	"PValue"	"FDR"	"ave_choroid"	"ave_retina"	"direction"	"candidate"	"Acc"
3608.43267556118	3559.93463944326	2502.51949044659	3154.68991336583	3457.60570910528	5182.43167021775	5058.88450869272	3271.92370796624	2562.48640592189	4969.33517125893	0.330105419208921	1.2924415455771	0.0239399004732214	0.127575543874644	3256.63648558443	4209.01229281151	"up"	"no"	"sp|P08670|VIME_HUMAN_family"
2531.04442204194	2575.9255092415	1936.53947265158	2888.29387623716	2556.34655599586	3602.15587481571	3568.82447874499	2446.37888865111	2849.6901471541	3544.46791823545	0.353947561008796	1.28213686716258	0.010088531154822	0.0701747814557892	2497.62996723361	3202.30346152027	"up"	"low"	"sp|P35579|MYH9_HUMAN_family"
2609.3361931762	2674.60570583695	1714.58652449667	2583.0708863286	2973.18988387022	2706.10997295492	3560.45922945405	2088.71483735097	2291.00851795601	3861.96551265916	0.19150128116595	1.15559551391316	0.151329579649597	0.409954798517417	2510.95783874173	2901.65161407502	"up"	"no"	"sp|P63261|ACTG_HUMAN_family"
1635.9474565368	1767.86503145992	1556.84139348657	1795.74656606978	1725.29259494949	1317.11045173233	1737.88054019167	1398.23952381384	1251.44684940372	1398.31693153858	-0.262958645457623	-1.19410106333139	0.0416870589943053	0.185789808730749	1696.33860850051	1420.59885933603	"down"	"no"	"sp|Q09666|AHNK_HUMAN"
1410.42041431423	1258.63797921739	1208.8508783437	1570.33453465321	1359.34803132083	1437.78138980527	1614.49311315038	1173.48386619925	1479.05788352145	1671.56399015411	0.111384507068487	1.08355207223481	0.375569811785282	0.661845984646104	1361.51836756987	1475.27604856609	"up"	"no"	"sp|O75369|FLNB_HUMAN"
1445.47643124002	1331.25170878762	1154.94801950608	1589.74801104316	1243.5094644168	1394.13445475761	1777.61547432361	1223.18944432556	1363.18317524333	1459.16141827483	0.091549016183152	1.06686692824174	0.472645361254492	0.730983162507056	1352.98672699873	1443.45679338499	"up"	"no"	"sp|P21333|FLNA_HUMAN"
1263.18514322592	1554.67856900372	931.409693150062	1447.3825175169	1347.93968761059	1388.99952122259	1506.7905285296	1053.54214506839	1249.79149642831	1556.51259705283	0.0525656795991254	1.03224655736646	0.670679880963021	0.865344904313139	1308.91912210144	1351.12725766035	"up"	"no"	"sp|P06733|ENOA_HUMAN_family"
1030.64689761819	1204.64315466516	703.115232190728	1322.27344744838	964.443825966168	1215.69551441571	1377.12916452011	932.519867891304	1289.51996783796	1563.15017742406	0.299033824563078	1.22064403684846	0.0244833948981359	0.129503286337154	1045.02451157772	1275.60293841783	"up"	"no"	"sp|P04406|G3P_HUMAN"
1135.81494839555	1219.53827867957	757.018091028348	1159.41595106607	1096.07856108439	1089.88964280775	1323.8007002904	840.672603962264	854.162135307298	1500.0931638974	0.0456366648004665	1.04485067690296	0.727145429601396	0.892558132436362	1073.57316605079	1121.72364925302	"up"	"no"	"sp|P14618|KPYM_HUMAN_family"
1076.21971962171	1069.6560932846	798.237924257117	1432.28314699139	1000.42398689848	1082.18724250522	1365.62694674508	1092.44216273245	742.42580946768	1184.8080962641	0.0272890971668914	1.01686301047322	0.865388801445188	0.955482645224704	1075.36417421066	1093.49805154291	"up"	"no"	"sp|P07355|ANXA2_HUMAN"
